Location,Country,Category,Visitors,Rating,Revenue,Accommodation_Available
ECIhAnwPnf,India,Adventure,253299,1.72,205784.53,No
smMjeQIMEa,Egypt,Nature,763013,2.25,298655.4,Yes
EtiSGWHYEb,USA,Urban,567906,3.32,492864.56,No
ZymbiIRIaz,China,Cultural,585269,1.97,693267.21,No
GHCZZlSHOO,Brazil,Adventure,183739,4.01,931972.34,No
nSAQERwZOU,USA,Urban,954228,1.5,86283.08,No
MdmMnFnEJa,Australia,Adventure,592540,4.33,871729.35,Yes
tiDPpYWall,France,Beach,885618,4.25,615652.86,No
XkrYsLBBoc,Brazil,Cultural,648709,2.09,157333.58,No
CuWrasCAEC,India,Cultural,141737,2.2,232726.53,Yes
fIuwlSPCud,Egypt,Nature,830607,1.05,549960.6,Yes
fPrTVCEvVZ,Egypt,Urban,902536,4.44,766878.19,Yes
hhLOHMeCOl,Egypt,Nature,888247,2.26,276028.92,No
NanUGWvtVk,China,Cultural,292994,1.97,853906.13,No
daLVpAsPEm,China,Adventure,220748,2.18,322142.83,Yes
VqAyPQvUYf,India,Cultural,688347,4.51,470851.14,No
RYIJoaSZpp,USA,Adventure,174716,4.66,853223.59,No
AyKsQiqqxp,France,Urban,182204,4.33,718615.88,No
nvHjzOefBs,France,Beach,66726,1.86,831875.33,No
htdkpxvIBo,France,Urban,943545,4.28,729601.13,No
sKyzmdHCBQ,France,Nature,10810,1.63,726962.02,No
LCvjmQsHAc,Brazil,Urban,174738,3.72,525300.5,Yes
azmXlClpvX,USA,Cultural,526958,3.01,980300.07,No
DKVTrmdLJD,France,Urban,966079,2.04,343508.73,Yes
zTQWbnCWeM,France,Nature,22203,2.9,130131.21,No
EHEMKMJQZV,USA,Cultural,600098,2.35,731591.98,No
mAFQmNnmQx,India,Historical,992132,2.0,37953.92,Yes
bDTLejbeVD,India,Beach,452051,4.28,889200.61,No
GwoyBeGlNQ,India,Beach,891428,3.15,569456.37,Yes
KUtUdviAWX,India,Beach,179859,4.66,901407.93,No
XIpxbsXFjI,India,Historical,525711,3.88,728271.09,Yes
EHGdrlOiFS,Egypt,Cultural,751989,4.92,871300.78,No
tYfGGzOzHO,Brazil,Urban,33190,1.79,966191.55,No
mRamfeVrGK,Egypt,Historical,357925,1.83,159450.58,Yes
cUIBGxawhj,India,Adventure,171771,1.77,26391.71,Yes
bEAJnEpSjS,USA,Cultural,143240,3.14,795088.98,No
jXafqcxeLQ,France,Nature,810799,3.2,278206.65,No
OWZgWiThSm,India,Nature,576704,4.18,449794.59,No
UFJEfROFma,Egypt,Nature,81953,2.68,546387.32,Yes
wpBOFBHEBO,France,Cultural,135533,1.22,166152.68,Yes
gzwtMtqriS,China,Adventure,454922,2.42,607834.14,No
GitqRlMbvp,Brazil,Historical,944148,3.34,827278.98,No
pnUVqzhSlN,France,Nature,318053,3.23,548853.69,Yes
LquQfUOszH,USA,Beach,162855,1.96,3905.35,Yes
WiTQmCHwnT,Egypt,Urban,944396,1.94,218276.54,Yes
NotsyUNTsz,India,Historical,103165,2.97,531235.82,No
rJytyQZVYw,Brazil,Cultural,335735,2.92,388012.43,Yes
TOAkSqIzwh,France,Nature,35590,2.18,302150.44,No
dnUWhPZRhO,Egypt,Nature,11506,4.26,442307.75,No
tBYoUYYkoA,Australia,Urban,943089,3.17,544256.73,Yes
OrjShgjYWR,Australia,Historical,373092,3.59,912600.05,No
FPTPiAWfBD,Brazil,Beach,232679,2.67,139617.71,No
EpuxUaXDgG,Brazil,Beach,973574,3.64,97431.58,No
USjiSPKlfY,France,Beach,898495,3.35,646518.78,Yes
qZQbQicFnV,India,Beach,451599,4.77,5757.07,Yes
guwRhIgPwu,India,Urban,609767,4.81,691065.06,Yes
xweGgGhhxj,Australia,Historical,648358,1.88,685271.74,No
kSRhtQcLge,Australia,Urban,254373,3.81,575333.98,No
HhOlSRuBiJ,France,Nature,976995,1.46,904200.15,No
WyiAmCswfo,China,Nature,304685,2.65,714906.67,Yes
TXyVTHEdqe,Egypt,Beach,497523,2.61,260468.21,No
hZktCYdVMo,Egypt,Urban,957299,2.03,24313.86,No
MrmoVcBzbH,USA,Nature,856673,2.82,873094.67,No
eIBJruOgDx,France,Nature,433305,3.98,469077.82,No
urUkmkqcST,Egypt,Urban,747906,3.37,571452.84,No
oujDSeKQPa,Egypt,Cultural,281788,1.54,850820.21,Yes
SsTsnIDdqg,India,Nature,293141,3.18,114901.7,Yes
UIlhIaNBHE,France,Nature,335641,2.48,92401.22,Yes
tveIQSkWLA,China,Cultural,465518,1.59,980350.08,Yes
qyrDMSWgXl,Egypt,Urban,444650,3.65,704456.68,No
HKBneonIrp,Australia,Urban,891072,4.28,493591.41,No
tvxQhPvlGl,France,Nature,831774,4.04,646258.18,No
cVJpRcVsLw,France,Cultural,207877,2.84,655308.72,Yes
kwvhjzwqQF,India,Urban,770792,4.49,683049.68,No
OdQuQDYyck,China,Historical,830846,4.3,456110.69,No
gGBtmjoYzV,Australia,Cultural,99496,2.92,191061.71,No
nhwJCaBiWO,Brazil,Adventure,479846,2.63,737872.51,No
pxDzMfSsqL,India,Historical,139478,4.07,894879.29,No
xZEIhKJsWS,China,Nature,406443,4.95,290384.37,Yes
NzveQVwFhz,India,Beach,406020,4.03,969775.28,No
rVembJSCqc,USA,Adventure,973140,2.96,640691.87,Yes
gTvXZRYrKZ,China,Nature,971163,2.15,184805.43,No
vGedyibSvJ,India,Urban,68662,1.82,980045.77,No
uVCFXLOjrl,France,Nature,157709,4.57,169551.66,Yes
JQYSLiDlbK,Egypt,Adventure,614520,3.85,817604.63,No
PrUYmGROoe,Australia,Beach,621068,2.48,377511.47,Yes
dhemQbNEXR,China,Nature,518767,4.16,966347.63,No
YzELwzOTRF,China,Beach,526165,3.58,654125.69,Yes
quKByLfTrS,Egypt,Nature,352908,3.19,898636.61,Yes
HJACiHqNHQ,Australia,Beach,464005,1.08,221612.09,Yes
afPMVKwfkt,Egypt,Beach,759379,2.9,424037.54,No
XwZCkCrtbP,France,Nature,322065,1.72,362613.34,Yes
RKGqydIPvW,China,Cultural,622105,1.11,133213.59,Yes
zZrRJMWAfy,China,Adventure,967353,1.05,859713.51,Yes
fBstNfbkAL,USA,Adventure,784589,2.89,215611.69,No
VMZRxsYsrL,India,Beach,409010,3.34,627540.72,No
GFOIXDYcjx,Egypt,Nature,926565,3.1,977462.76,Yes
kWZcduFSal,Egypt,Urban,86216,1.2,344430.58,No
agnfOGUkLU,USA,Beach,661613,4.03,591719.22,Yes
vXcvBoFAyu,Egypt,Historical,597686,1.18,773225.42,No
XcDVoywZnl,Australia,Nature,667356,3.68,555437.53,Yes
njphUcUhtZ,Australia,Cultural,975351,3.66,371583.14,Yes
IekBonfpez,USA,Historical,137955,4.13,872665.28,Yes
McrPqphkEM,France,Adventure,366217,1.68,249646.32,Yes
ZhLUhFXiss,Egypt,Beach,603382,2.17,366202.93,No
SmsUZAWdBi,Brazil,Cultural,220259,4.1,110246.77,No
zSFmzvPhoL,Egypt,Urban,306666,2.48,16659.03,No
oIgefNkFcI,Brazil,Cultural,942376,3.62,59627.24,Yes
oPiJIDraLg,France,Cultural,764939,1.68,524243.22,No
fHwRgeoRCo,Australia,Cultural,903545,2.75,340032.95,No
xMbxASeSgd,India,Nature,834104,3.54,564593.05,Yes
cYNgFlDyef,Brazil,Cultural,481916,3.73,254902.23,No
DCbQxrttIc,USA,Historical,800902,2.58,924435.68,Yes
uVZhIeNfKi,China,Historical,912663,2.77,44153.59,No
hWVpZaWjPT,Egypt,Cultural,563339,4.78,326390.09,Yes
qRbqaDtDAq,India,Nature,704125,2.16,576887.47,No
tCElgHLLUY,USA,Historical,432711,4.62,272819.15,Yes
FXNWksOPgn,India,Nature,887753,2.22,379956.95,Yes
pENbcRZKFE,Australia,Cultural,629125,3.5,643367.97,Yes
taHPCGgXkA,Brazil,Nature,523925,3.66,922601.94,Yes
KHzgAGvaWz,India,Cultural,61260,2.92,93050.03,Yes
DoPUmknfHL,USA,Historical,861950,2.04,601418.32,Yes
CXgLJrZhHe,China,Urban,840766,2.48,763591.29,No
atAgUegRrA,France,Beach,5765,1.05,526551.28,No
rNPwHUtfGm,Brazil,Historical,891563,2.29,200582.03,No
IqYCOGHdcU,Egypt,Beach,150213,3.71,656573.33,Yes
szfNzFjFks,Brazil,Urban,859270,4.03,361225.99,Yes
iOKrAEiwkg,Australia,Cultural,225075,1.78,56487.38,No
ZyOPPJYLBo,China,Adventure,989910,1.71,29596.52,No
wnjtambYbv,France,Nature,914858,3.5,115694.98,Yes
sAHGjEjEwN,India,Beach,852391,3.99,808938.32,Yes
IhmfYaIHKe,Australia,Cultural,258256,2.74,724674.29,No
QPOgNJLeWV,Egypt,Adventure,596978,4.38,200852.91,No
GDqUloqjLH,Australia,Cultural,881548,3.27,398660.5,Yes
eGFkZkxftC,India,Nature,591288,1.96,858177.18,Yes
UHOapEemot,Egypt,Beach,664706,1.1,491560.01,Yes
RYKZaIvtid,Egypt,Historical,280460,2.27,293434.18,Yes
JEdHgCdFrC,USA,Adventure,315989,3.2,976729.25,No
JSKpSWgTsR,China,Historical,810558,4.8,449691.44,Yes
nIWQSWmIuA,Brazil,Adventure,826759,2.31,817597.03,Yes
qCsAIrqPld,Australia,Adventure,188736,3.82,936884.95,No
WhjZkUSlvY,USA,Cultural,20839,2.24,45636.19,Yes
HfwgiiQvgQ,USA,Historical,476522,1.24,875624.28,No
ZjjiVLSoxV,India,Beach,8850,3.29,366703.62,No
xjnJiCighe,USA,Beach,98635,2.37,336661.0,Yes
aBcnipGHLz,Australia,Adventure,802477,1.29,507590.92,No
iiUMhPZSaq,Brazil,Nature,361689,2.18,80290.54,Yes
juZCRcORBW,France,Urban,866308,4.41,296482.22,No
iiiZpdYpxb,Australia,Historical,850934,1.63,583480.46,Yes
ZPZRFvyXPj,France,Urban,365991,2.03,506494.33,No
SfhUMyhyxU,Egypt,Nature,466757,2.93,789459.43,No
GbsMntohEI,France,Adventure,558402,3.04,177483.2,No
FqDKdSATnj,Egypt,Urban,652887,1.08,42734.49,No
LUvhhtknvQ,China,Historical,219219,1.13,959794.3,No
SbHtDlUFwX,Brazil,Adventure,959124,3.74,920135.04,Yes
kRBcMAWXYw,India,Urban,927255,2.63,620072.32,Yes
gmFRqRZyZx,USA,Urban,316758,2.16,408640.26,Yes
oRrUmzYhNd,China,Cultural,574158,3.14,699583.65,No
qkgaBdtNGw,India,Nature,528158,1.75,728251.85,Yes
EeTZnnJPVP,France,Beach,491968,3.62,5819.3,No
gRIPgdkrUM,Egypt,Historical,514371,3.24,456150.14,Yes
kkzXquenHT,Australia,Nature,510369,3.85,434925.54,No
gAuURShUBs,Australia,Historical,500562,1.54,576476.39,No
MbIcrrqzUA,China,Historical,415016,3.37,93014.26,Yes
YmbbytNUcA,Egypt,Urban,965130,2.34,370955.03,Yes
JHpHXaNFpk,Australia,Nature,330077,1.44,779487.87,No
levdyZeepQ,Brazil,Beach,770892,2.63,926075.28,No
NOVKVVLHTd,USA,Beach,312912,1.0,183450.14,No
EYyGfmYWDR,Egypt,Historical,266275,2.14,968589.11,No
HOuGuTqImH,Australia,Cultural,780578,4.03,25302.42,Yes
aOrOiEKjuk,France,Urban,597282,2.82,931505.12,Yes
dtGTxzpBCu,France,Historical,128806,3.59,573630.6,No
EPhXTZCEUG,Egypt,Beach,382161,1.23,373692.97,No
dlcUcAIXbP,France,Beach,431104,3.9,973532.19,Yes
nEKKdpkpoO,India,Adventure,951181,3.0,159349.79,Yes
heBzroWkIT,Egypt,Historical,402907,3.57,110297.27,Yes
vZLCMlpXyL,China,Beach,260213,2.01,555916.92,No
MkGbDuEUlO,France,Historical,641719,2.22,201085.93,No
lJnsXFgVin,Australia,Adventure,979542,3.48,25601.69,No
ExmGSRRWAZ,Egypt,Beach,866586,4.02,642988.3,Yes
dwVDxcYZbn,Australia,Beach,299923,1.16,243877.13,Yes
qTSPirDMRP,China,Adventure,544141,3.26,7490.22,Yes
etJaVnfKXj,Egypt,Adventure,722410,2.02,58897.88,No
fhpbROUXLU,China,Adventure,775789,3.29,36400.82,No
bnyPUHjwNH,Australia,Adventure,278507,4.3,883532.06,No
FJMgOzKygS,India,Nature,455132,2.69,437751.43,Yes
rnwAOygHAB,Australia,Nature,106909,4.19,836221.42,No
NpCWdRFHrA,USA,Nature,448433,2.74,32105.5,Yes
txmoGUqCwx,Brazil,Adventure,739277,3.9,472448.28,No
VtfIvHdtUJ,Egypt,Beach,815546,2.93,151283.17,Yes
aUTCPhClHt,Australia,Cultural,912070,1.44,134640.31,Yes
uWSUTqRzJL,USA,Cultural,352116,2.56,458948.92,No
TjJnKrwpzL,China,Nature,636792,4.28,760301.16,Yes
nScyTWNTKx,France,Nature,386479,1.36,488790.84,Yes
vWhVNhhHvB,China,Beach,716519,3.18,30561.43,No
iYZwbIkIev,Brazil,Adventure,814350,2.9,821159.31,No
BuqrNZzCMD,USA,Cultural,757380,2.91,42994.54,No
kstANZoqBx,Egypt,Beach,772850,2.07,693284.7,Yes
NVlFlNGVmQ,USA,Beach,756531,2.88,137480.63,Yes
zlpsWaJgON,Brazil,Adventure,301890,2.78,897969.21,No
PYtzAdqLKX,France,Urban,948251,3.81,303268.57,Yes
NfTujGUtMD,France,Adventure,860397,2.04,149978.76,No
ncCNikaSFz,USA,Cultural,454904,3.44,324552.07,No
ieFazaHWpG,France,Nature,550314,4.61,990464.33,Yes
fSdIelCrmu,Brazil,Nature,587815,1.87,35727.17,No
pnWFCuiyBL,USA,Historical,361527,2.91,483057.69,Yes
kpEaSbowXs,Brazil,Beach,250548,1.46,490471.37,Yes
WeYJgpqcqr,China,Adventure,941104,1.91,756589.18,Yes
VOKFNtMMTd,India,Beach,556908,2.76,148489.94,No
pwAzGJgiWQ,Egypt,Historical,294631,3.58,413079.34,Yes
fYuRBLPxzD,France,Beach,749694,1.57,183650.2,Yes
mNvKHfwUfa,USA,Urban,681232,2.53,700394.14,No
kqKLwrFvVZ,Australia,Nature,882874,4.48,535357.79,Yes
QPDMtCOKUw,USA,Beach,994920,2.9,990405.44,Yes
dIvKtshJWq,France,Beach,460224,2.48,450856.85,No
MQSgEIWxaa,India,Urban,663469,2.06,141051.97,No
ZgtJfdbRYP,USA,Nature,394339,4.56,736519.07,No
bIQJyBHftf,India,Beach,107843,4.51,562288.35,No
rAlWMImcgo,France,Nature,241149,3.7,632389.11,No
yrLNKqbqYW,India,Cultural,448147,3.51,931901.05,Yes
ToUcSTPSaT,France,Historical,268200,4.76,570076.72,Yes
cnnoqiceAS,USA,Cultural,389512,2.56,451941.74,Yes
IhpzycMjUP,Australia,Urban,767542,1.06,213221.56,No
LIEaimDkcn,Australia,Nature,384854,2.03,20209.34,Yes
YHPMyYpOlR,USA,Historical,457684,2.29,981296.37,Yes
rBMBdqyGgl,Australia,Cultural,394111,1.78,811229.2,No
MNumQhCyxc,Egypt,Historical,395172,4.72,982003.28,Yes
UFKNYjBbAs,USA,Adventure,686481,2.12,767523.62,No
VYHkvEdmuK,France,Nature,36675,2.49,413835.6,Yes
txqOnkLlwF,India,Adventure,534936,4.6,727234.01,Yes
jhlZsfZROh,India,Urban,535087,2.17,696120.47,Yes
vGcfdoGIgb,Brazil,Historical,982267,3.36,403210.45,No
ZYyXDPWIqo,China,Cultural,682440,1.24,867365.58,Yes
mHdVnaEpqU,USA,Adventure,662497,4.48,66438.47,Yes
rbUGxpHcvF,China,Cultural,295820,4.81,350908.09,No
qllWYBmCwG,USA,Adventure,919585,2.22,240009.68,No
kFfKwBAZfE,India,Cultural,418889,4.15,192828.24,Yes
xKtPBLxrju,China,Historical,12958,3.4,130039.56,Yes
kMTWBDigqi,Egypt,Urban,817434,4.36,542266.67,No
ziwLcGmoGQ,China,Urban,644446,3.13,173104.36,No
OiOvGYlsbY,Brazil,Urban,309148,1.85,746651.97,No
rbSREiDjhd,India,Historical,66254,2.03,178897.63,Yes
QLdZUcjBiC,Australia,Historical,32479,1.25,540373.26,No
oslAgdWrhd,China,Beach,954947,4.34,891190.1,Yes
NYQkFlvjcs,Egypt,Beach,309730,4.67,535544.61,Yes
aYJDKciLYW,USA,Adventure,949679,3.0,88716.69,Yes
XFvcSYJMam,France,Historical,109472,3.46,835528.9,Yes
ilDhiGnbEE,China,Historical,906916,1.69,180976.98,No
RgwGAnUJEa,Australia,Nature,339098,2.77,586114.95,No
SLgPujWMku,China,Cultural,303034,4.84,753050.57,No
upsoDxPduM,India,Nature,805470,3.36,785530.62,Yes
rItDxEfucj,Brazil,Beach,669885,3.22,838832.52,Yes
MuKktOaBOW,Australia,Adventure,760108,1.47,939112.4,No
eRziOJZPJO,USA,Historical,678199,2.75,913509.46,Yes
XhKYwbScGu,USA,Urban,305544,4.15,515736.46,No
TgSFbNVUrd,China,Nature,377853,1.61,507001.13,No
KHRVyVbekQ,France,Nature,669759,4.89,308105.74,Yes
mUTWaQuYoX,India,Nature,286677,1.98,456334.78,No
zYUVIMtvhv,Egypt,Beach,666863,2.89,947798.29,No
PjQZCBKVuw,Egypt,Nature,857174,3.13,948017.59,Yes
ZnXKgvZrJo,Australia,Cultural,949111,2.06,386634.26,Yes
RcVwwTwKgC,Australia,Historical,974139,4.06,894563.92,No
NJsuerAfxv,Egypt,Urban,134191,2.78,362542.05,Yes
xuYVEWCbua,India,Cultural,513284,3.71,733405.18,Yes
qLVUimrewX,Egypt,Historical,685442,2.01,737726.38,Yes
QGzftuQAzj,Australia,Historical,355563,1.26,395644.35,No
FWPfZENkiG,Egypt,Urban,902924,4.37,474651.16,Yes
jDWUCGBnYp,China,Cultural,438627,1.43,232265.59,Yes
yUSzftHRnr,India,Adventure,761529,1.56,927476.87,Yes
CnGftySnzr,Australia,Cultural,505793,4.23,621410.85,Yes
easRbysBea,USA,Nature,871566,4.87,147560.37,Yes
iTNbdqjNTK,Brazil,Beach,405890,1.44,196419.82,Yes
IBYSwatZoZ,USA,Beach,11390,4.5,92201.82,No
KzvHZgHlvY,China,Nature,778819,3.0,933866.54,Yes
BIKSPWZHBS,China,Adventure,484507,2.54,849814.23,Yes
KAwoMgcEMY,Egypt,Beach,409670,1.81,706478.13,Yes
YCsbvadYQY,Australia,Nature,24231,3.41,519457.7,Yes
YUeqzQIQBf,USA,Nature,265394,4.92,249720.49,No
OrxWKGPNuV,Egypt,Adventure,94076,2.08,104361.01,No
VpXWicnstC,Brazil,Nature,702728,2.33,841260.31,Yes
YfBYngkRNW,Egypt,Nature,312726,2.93,26462.05,No
EXCFAcUBgv,India,Nature,724417,3.78,147653.93,No
cjNSmBvXYs,India,Urban,98211,1.63,185822.12,Yes
MJVIntELOq,Brazil,Beach,917996,2.86,82012.37,No
enULmYoPwH,Brazil,Urban,682152,1.37,528704.62,Yes
ElppaSHlts,Australia,Adventure,443121,4.74,533960.69,Yes
kxiuhsMspw,USA,Cultural,367694,1.11,777184.59,No
dtLGpudJjw,Australia,Urban,825495,2.9,340154.37,Yes
WVSVXCHdqv,Brazil,Adventure,613332,4.21,599238.08,Yes
OnLwaBUbbI,France,Beach,426492,1.07,412078.08,Yes
PXgmFkffET,China,Nature,614130,4.86,503546.63,No
EPTTAONZwe,Australia,Cultural,94253,1.09,698430.98,No
lQtvMFCOax,Egypt,Nature,209132,4.28,2884.36,No
zMWQxHrjkm,India,Cultural,568091,2.13,531860.01,Yes
IULDdUttjj,China,Historical,670065,4.13,446271.06,Yes
pYFefEMODM,Brazil,Nature,390747,1.71,801647.4,No
dTJIDRtfSE,Australia,Nature,62172,4.16,413252.41,No
JyNQTxmAPe,USA,Urban,620458,2.82,419500.14,Yes
RvmkpbzcSJ,Egypt,Cultural,94854,4.19,265154.18,Yes
PMHEiwtKeJ,Brazil,Historical,64417,2.75,525921.12,No
BGlAdVlWdD,Brazil,Adventure,781010,1.73,649705.43,Yes
uIBaKLZhPL,USA,Urban,494775,3.86,730862.76,Yes
NPhHEWDghz,Egypt,Adventure,603552,4.22,606233.19,No
qGYvzULoai,USA,Historical,5959,2.77,566065.26,No
jTWonUUClZ,Brazil,Nature,181572,1.83,219339.64,No
bFoYeNebTa,Australia,Urban,53530,4.15,374311.56,Yes
fqYQfCsxLG,Brazil,Urban,475141,3.89,528201.27,No
zawakjKBih,India,Beach,584898,4.91,970372.04,No
jQxQHpTsvG,USA,Nature,422100,2.01,201984.58,No
MYnSaTQMSx,Egypt,Urban,168548,4.75,83306.77,No
KegnBRbfUq,China,Adventure,217104,1.22,146876.4,No
uWKtbYRDwR,France,Adventure,158246,3.59,63598.69,No
japrDyuYlK,Brazil,Adventure,167498,1.81,477927.22,Yes
XrdOhVwnAB,Brazil,Cultural,177486,2.01,896217.52,No
jcILPnyqVs,USA,Beach,881363,4.93,456012.19,No
BCrYSvNHiv,Brazil,Historical,710186,3.72,588067.13,No
pZlcENuziz,France,Cultural,551471,2.59,848863.02,Yes
LBRtcRRQsX,Egypt,Adventure,587247,3.62,621482.94,Yes
GsvdqNpfcY,Egypt,Cultural,762524,4.49,917944.62,Yes
SmnPvJJinb,India,Adventure,982494,4.28,531230.84,Yes
iqOoOsgRZw,Brazil,Beach,339940,1.57,847954.96,Yes
CowpAhReuH,USA,Urban,349724,2.85,234473.7,Yes
xTzzQBSoMS,India,Historical,211646,2.62,42551.54,No
vsdntPxiSe,Australia,Nature,682482,1.14,136216.63,Yes
RHITRLLNIb,India,Urban,285769,1.45,607395.38,No
GlaOiYQXMp,France,Urban,253458,4.52,196344.42,Yes
dDdevkKwoM,USA,Beach,515318,4.79,230454.13,Yes
bVUTTWwSJn,China,Adventure,457676,1.17,849512.69,No
viWHFQNdjg,USA,Nature,102957,1.35,962661.67,No
TeEuFeLPWZ,Egypt,Historical,413209,1.21,781568.56,No
BZjArXxLZE,India,Historical,333110,2.98,159151.13,Yes
nINwleNzzk,China,Cultural,672946,2.54,261556.04,Yes
WtSgVCgzEC,India,Adventure,278097,2.91,652805.64,Yes
NktcFgjoyg,India,Urban,889937,3.59,599099.26,Yes
dpXzLdMFct,USA,Urban,345281,2.77,141608.2,No
ktGloVwNcj,China,Urban,392794,1.07,147043.64,No
iuxVbdAygC,USA,Beach,772542,4.21,518678.72,Yes
WiEsLeiZiI,Egypt,Historical,651620,2.93,147860.15,No
lDOKTFUfSM,Australia,Historical,937576,4.58,137018.81,Yes
ReZZOJpxqM,India,Historical,477425,2.35,978982.65,No
NgdxKsFvWt,USA,Nature,56141,4.93,430167.52,Yes
NgTEuiWgGa,Australia,Adventure,866824,4.08,722324.08,Yes
GwDAsOAIeQ,China,Nature,447404,2.45,84511.27,No
tBpObCrMvE,Brazil,Nature,547639,3.51,219384.3,Yes
VukeDlCWsN,USA,Urban,897260,2.86,963621.1,No
jUwvthDlkV,Egypt,Cultural,428920,3.83,953986.52,No
KpKlBlrKAu,India,Historical,930697,4.79,671234.61,Yes
oSirxWsdCk,Egypt,Cultural,414502,3.12,934163.16,No
cRvscoWGxN,Australia,Urban,152254,3.7,755258.34,Yes
ezfvxpFKhI,Australia,Urban,413573,2.88,720735.85,No
eIgwdSKVwN,Brazil,Beach,754717,3.89,973494.99,No
HYhRJTNRIm,Egypt,Adventure,471213,3.76,66725.74,Yes
cRnwTcGxTt,Brazil,Cultural,987965,2.63,495492.77,Yes
JCBsxQUbNN,USA,Cultural,261802,1.11,571626.74,Yes
GjInhVhkEH,Australia,Beach,646602,4.0,792421.42,No
PclUJqQNGm,Brazil,Cultural,640640,2.59,677179.72,Yes
eXzsFPLLba,Egypt,Urban,331184,2.16,606954.68,No
YGpctrVkNq,Brazil,Cultural,175899,3.84,533119.12,No
dLrymydScr,China,Adventure,881914,4.1,190482.97,Yes
zhCwGRatzQ,China,Beach,756717,4.32,463065.2,No
mmnFWaTAgR,Australia,Historical,330828,3.91,353762.95,No
YhzJscecmo,USA,Cultural,52076,1.24,615050.21,Yes
tbhFgqjjYA,Egypt,Beach,780212,2.42,136176.96,Yes
XQZtDWGjci,Brazil,Beach,829684,1.31,123394.53,Yes
itaGarWkIx,France,Beach,616231,2.12,995865.89,Yes
joXFbxwjdH,China,Urban,893756,2.14,349605.37,No
ZKYZMoKrWf,France,Nature,165750,1.17,581097.22,Yes
URPqQUNTLu,USA,Cultural,564913,3.05,804115.75,Yes
OQeeLpHKUV,Egypt,Cultural,643949,2.08,922027.61,Yes
AJgFNYUWtF,China,Beach,436032,2.49,806433.94,No
zfiZpTyQVq,France,Urban,82872,3.51,303904.61,No
rLuQEtYDKx,India,Adventure,139854,3.35,456231.17,Yes
SrKkEWJRhg,Brazil,Adventure,986567,2.24,712867.54,Yes
uXtSJuFHlf,Australia,Nature,672748,1.08,688165.62,Yes
KZjCRXxjOE,France,Historical,255972,3.88,189332.72,Yes
wLnUNtjYOG,Brazil,Beach,205180,4.98,872868.88,Yes
MdhuUKqdEX,China,Urban,803306,3.88,251790.26,No
VGyuZHSvgx,Brazil,Adventure,864526,1.36,2168.15,No
VMZcovMkqH,Australia,Historical,654868,1.15,414887.21,No
RQFujpefaU,India,Adventure,464910,2.29,692646.64,Yes
FBVGzzofZd,Egypt,Beach,34221,2.05,978212.06,No
jGLKetAbRW,Brazil,Adventure,495147,4.41,358431.37,Yes
MIEVMOiJBI,India,Cultural,401506,2.05,448843.09,No
geWKYgvgGz,Egypt,Cultural,527135,1.77,401137.79,Yes
uqITJqVmbJ,France,Adventure,792910,1.55,36721.49,No
zfpJyZnrgE,USA,Nature,761531,1.38,852311.05,No
JwCKMmWaUN,China,Beach,274029,3.85,351801.3,Yes
VEYQPAiBeO,India,Nature,938917,3.61,280652.79,No
zHkmKkToIl,France,Beach,693833,4.36,153339.49,No
KlFidgPtlv,Brazil,Urban,207374,4.11,729078.29,Yes
kqzYmnkQuQ,Egypt,Beach,212735,3.37,875589.77,Yes
EubccVkzlk,India,Cultural,525322,3.5,429098.07,Yes
BHciYRQVuc,Brazil,Beach,56460,1.45,786213.53,Yes
GIAuoNswod,Australia,Nature,853543,1.59,609196.44,No
XKzxqXGdNK,Brazil,Historical,715595,2.21,820139.4,Yes
dDJYnMZvHD,Egypt,Beach,676598,3.31,518905.27,No
vALIpChcnG,Brazil,Urban,81150,2.64,810860.91,Yes
wAJNZXCfBz,Egypt,Nature,985836,3.2,402630.69,No
XnanokLgOq,Australia,Nature,978837,1.92,799194.98,No
KAoKUVxbLT,China,Historical,596724,2.36,910693.9,No
GucTtAbLBK,Brazil,Urban,867938,1.23,337959.27,No
ZGZsqTajaW,Australia,Cultural,742240,3.46,741539.29,No
FngrUnZKPN,USA,Urban,816715,2.09,394202.51,Yes
dJvCxIDmJy,France,Urban,378858,1.59,771907.64,No
SeGsmHlwzJ,China,Urban,301830,2.76,139863.46,Yes
QFXdaWPjtT,India,Cultural,649306,3.65,456090.06,Yes
vaavkzHiQn,Australia,Adventure,483094,4.94,270008.59,Yes
BElvlNeiNT,India,Urban,246516,1.91,200350.43,Yes
pvEriZZhjv,Egypt,Nature,604373,3.05,737029.25,Yes
OHuStQfLfA,France,Nature,258971,1.63,673160.12,Yes
atyjBqzhHj,China,Cultural,950241,2.56,815232.09,Yes
gIpmAFtHMf,USA,Cultural,372091,3.22,933035.09,No
SfPfkcmdyD,USA,Adventure,997568,1.89,425504.43,No
rIchfFrdVw,Brazil,Nature,394557,3.25,446767.52,No
yYtSnjjWfF,Australia,Cultural,24956,1.85,845010.48,Yes
ApAnQVEWmi,Brazil,Historical,135742,1.41,68056.11,Yes
dUdbbPzcnJ,Brazil,Beach,437373,3.67,711593.62,Yes
gfuvpEoUuS,USA,Nature,217375,1.84,735711.81,Yes
hLVekecbIL,India,Adventure,802722,2.51,676734.06,Yes
FBUgwjJWsC,USA,Adventure,452355,2.31,958160.8,No
UQOWDKZagS,Brazil,Nature,684831,4.69,802696.65,Yes
